Date,Close,High,Low,Open,Volume,Log_Returns,Differenced
2001-01-01,0.8260276317596436,0.8260276317596436,0.8260276317596436,0.8260276317596436,0,,
2001-01-02,0.8260276317596436,0.8260276317596436,0.8260276317596436,0.8260276317596436,15025,0.0,0.0
2001-01-03,0.8260276317596436,0.8260276317596436,0.8260276317596436,0.8260276317596436,50130,0.0,0.0
2001-01-04,0.8089373111724854,0.8317243245521646,0.8089373111724852,0.8317243245521646,17125,-0.020906800678922133,-0.017090320587158203
2001-01-05,0.8260276317596436,0.8317243684274652,0.8260276317596436,0.8317243684274652,18155,0.020906800678922054,0.017090320587158203
2001-01-08,0.8260276317596436,0.8260276317596436,0.8089373538457205,0.8089373538457205,15520,0.0,0.0
2001-01-09,0.8260276317596436,0.8260276317596436,0.8203308950918218,0.8260276317596436,19185,0.0,0.0
2001-01-10,0.8260276317596436,0.8260276317596436,0.8260276317596436,0.8260276317596436,65200,0.0,0.0
2001-01-11,0.8260276317596436,0.8317243684274652,0.8260276317596436,0.8260276317596436,91455,0.0,0.0
2001-01-12,0.8545114994049072,0.8545114994049072,0.826027809922266,0.8317245478187942,44595,0.03390173447636955,0.028483867645263672
2001-01-15,0.8488149046897888,0.8488149046897888,0.8317246881173597,0.8317246881173597,5375,-0.0066888130663820275,-0.005696594715118408
2001-01-16,0.8545114994049072,0.8545114994049072,0.826027809922266,0.8431180236118507,64360,0.006688813066382106,0.005696594715118408
2001-01-17,0.837421178817749,0.8545113903257527,0.8317244416484144,0.8317244416484144,26440,-0.02020281550567786,-0.017090320587158203
2001-01-18,0.8886916637420654,0.8886916637420653,0.854511246479887,0.854511246479887,39125,0.059423195991284906,0.051270484924316406
2001-01-19,0.8545114994049072,0.8886919267840768,0.8545114994049072,0.8886919267840768,27438,-0.039220380485607026,-0.0341801643371582
2001-01-22,0.8317240476608276,0.8317240476608277,0.8317240476608277,0.8317240476608277,4260,-0.02702924761052972,-0.02278745174407959
2001-01-23,0.8317240476608276,0.8317240476608277,0.8317240476608277,0.8317240476608277,2250,0.0,0.0
2001-01-24,0.8260276317596436,0.8317243684274652,0.8260276317596436,0.8317243684274652,59158,-0.0068724868658399975,-0.005696415901184082
2001-01-25,0.7975438237190247,0.7975438237190247,0.7975438237190247,0.7975438237190247,10000,-0.03509144093392496,-0.028483808040618896
2001-01-26,0.7975438237190247,0.7975438237190247,0.7975438237190247,0.7975438237190247,0,0.0,0.0
2001-01-29,0.7975438237190247,0.8032405599811964,0.7975438237190247,0.8032405599811964,15000,0.0,0.0
2001-01-30,0.8545114994049072,0.8545114994049072,0.7975440525291523,0.7975440525291523,25792,0.06899317541029469,0.05696767568588257
2001-01-31,0.7975438237190247,0.8260275729403364,0.7975438237190247,0.8260275729403364,32500,-0.06899317541029462,-0.05696767568588257
2001-02-01,0.7975438237190247,0.7975438237190247,0.7975438237190247,0.7975438237190247,3000,0.0,0.0
2001-02-02,0.7975438237190247,0.7975438237190247,0.7975438237190247,0.7975438237190247,17500,0.0,0.0
2001-02-05,0.7975438237190247,0.7975438237190247,0.7975438237190247,0.7975438237190247,54228,0.0,0.0
