Price,Close,High,Low,Open,Volume
Ticker,NEM.AX,NEM.AX,NEM.AX,NEM.AX,NEM.AX
Date,,,,,
2023-10-27,57.69552993774414,58.42278451679133,57.57917024081885,57.92825303060279,556835
2023-10-30,59.479732513427734,61.438472105959605,58.71369007743099,58.93671438809934,311055
2023-10-31,58.57793045043945,61.06998911227229,58.20945377115834,58.694290144262126,796363
2023-11-01,57.210693359375,58.94640850329424,57.17190556086095,58.94640850329424,393769
2023-11-02,56.48344039916992,56.8713109973941,56.10526860035584,56.51252939938388,2200549
2023-11-03,57.15251159667969,57.64704677965193,56.725856910533956,57.462806586423504,324292
2023-11-06,57.69552993774414,58.490661314915094,57.69552993774414,58.46157231543579,3448964
2023-11-07,56.86161422729492,57.51129694765545,55.3683171795488,55.65922198810299,4851495
2023-11-08,54.21440505981445,55.4652838355755,54.15622336128786,54.71863535002065,2772875
2023-11-09,51.896888732910156,52.23627273352288,51.51871693251078,51.528412032953355,3845828
2023-11-10,51.644771575927734,51.887189775343295,51.004787677430976,51.87749467493027,1686898
2023-11-13,52.01324462890625,52.01324462890625,51.21811328647839,51.40234977347727,1108532
2023-11-14,52.3332405090332,52.3332405090332,51.85809922481926,52.071428417610186,727011
2023-11-15,53.933197021484375,54.36955049637664,53.49684354659212,53.67138493654902,1149268
2023-11-16,54.03986740112305,54.224103910688555,53.77805528815625,54.12713810544531,604843
2023-11-17,54.70893859863281,54.96105560267723,54.44713019298335,54.505308194679564,742269
2023-11-20,53.84593200683594,54.11259351934749,53.782904603427916,53.86532590765572,823683
2023-11-21,54.33076095581055,54.4374255461409,53.622900318809286,53.99137698567564,741615
2023-11-22,55.484676361083984,55.7270945504295,55.058017980470744,55.36831296691236,1219999
2023-11-23,55.222869873046875,55.6786135999095,55.222869873046875,55.59134659394277,929034
2023-11-24,55.36831283569336,55.70770051937757,55.28104213977548,55.698001720382244,188748
2023-11-27,55.23255920410156,55.33922379892924,54.81559962377956,55.33922379892924,749660
