Date,Close,High,Low,Open,Volume,Log_Returns,Differenced
2001-01-01,8.666360855102539,8.666360855102539,8.666360855102539,8.666360855102539,0,,
2001-01-02,8.931927680969238,8.945668852521795,8.777411562563238,8.79143291376431,1135412,0.03018327454168979,0.2655668258666992
2001-01-03,8.910333633422852,8.917624756858869,8.841909037418382,8.841909037418382,1014144,-0.002420551712510602,-0.02159404754638672
2001-01-04,8.859861373901367,8.973715462064277,8.791436741540803,8.973715462064277,1514174,-0.0056805674022230145,-0.050472259521484375
2001-01-05,8.819476127624512,8.863503592411933,8.788628938084129,8.863503592411933,1366426,-0.004568645914307459,-0.04038524627685547
2001-01-08,8.770400047302246,8.771802558772066,8.698329887356211,8.698329887356211,1608552,-0.005580051522160403,-0.049076080322265625
2001-01-09,8.718520164489746,8.763388157909294,8.696085898893601,8.740953892313147,1464515,-0.00593290315951764,-0.0518798828125
2001-01-10,8.5811128616333,8.698892659666082,8.567091508322058,8.693284225896168,1719710,-0.015885908369992277,-0.1374073028564453
2001-01-11,8.525023460388184,8.578304904070722,8.502589196615151,8.553066693434,1608465,-0.006557834124592922,-0.05608940124511719
2001-01-12,8.623173713684082,8.693280991932806,8.496981043054557,8.539325804699333,2799463,0.011447422038174199,0.09815025329589844
2001-01-15,8.659628868103027,8.693280531969165,8.56568535684031,8.56568535684031,1256218,0.004218668623094567,0.03645515441894531
2001-01-16,8.491375923156738,8.637198430438339,8.471745597949111,8.623177076874565,1665297,-0.01962081461038877,-0.16825294494628906
2001-01-17,8.4462251663208,8.491374422322664,8.384811508745251,8.491374422322664,2831120,-0.00533143549021221,-0.0451507568359375
2001-01-18,8.485764503479004,8.527829089808165,8.44089650768252,8.457721804441412,2380341,0.004670379536021355,0.039539337158203125
2001-01-19,8.553067207336426,8.603544169415429,8.525023972605661,8.525023972605661,1549028,0.007899961103675475,0.06730270385742188
2001-01-22,8.6273832321167,8.634394177537517,8.51941832949188,8.581112713212608,2243904,0.008651285198278279,0.07431602478027344
2001-01-23,8.634394645690918,8.710110386585649,8.581113178477109,8.623177239963987,2564886,0.0008123628990523471,0.00701141357421875
2001-01-24,8.693283081054688,8.701695999488097,8.594011288867863,8.594011288867863,1982593,0.006797063404927318,0.05888843536376953
2001-01-25,8.805455207824707,8.813868127000747,8.679262495729905,8.695807616630571,1697429,0.01282077157931086,0.11217212677001953
2001-01-26,8.805455207824707,8.805455207824707,8.805455207824707,8.805455207824707,0,0.0,0.0
2001-01-29,8.92968463897705,8.931647509955258,8.768438283640952,8.768438283640952,12493829,0.014009640081200531,0.12422943115234375
2001-01-30,8.993340492248535,9.029796647266062,8.920429257759054,8.920429257759054,1732232,0.007103278655232465,0.06365585327148438
2001-01-31,8.973711013793945,9.08027338405078,8.959689125665578,9.015775064860632,2428107,-0.002185053708784689,-0.019629478454589844
2001-02-01,8.960810661315918,8.96529676166008,8.875560234912397,8.96529676166008,2006224,-0.0014386059396049933,-0.012900352478027344
2001-02-02,8.97651481628418,9.00736200167754,8.917624930632417,8.95968898102002,854561,0.0017510034035231159,0.01570415496826172
