Date,Close,High,Low,Open,Volume,Log_Returns,Differenced
2001-01-01,1.3215012550354004,1.3215012550354004,1.3215012550354004,1.3215012550354004,0,,
2001-01-02,1.2481293678283691,1.2504799601761039,1.2363766920150514,1.2413129073527587,631729,-0.05712248007315709,-0.07337188720703125
2001-01-03,1.2399026155471802,1.245543922970892,1.2340261345119121,1.245543922970892,911234,-0.006613084009986626,-0.008226752281188965
2001-01-04,1.255180835723877,1.255180835723877,1.2387271203562273,1.2504797946134998,1608410,0.012246813729926271,0.015278220176696777
2001-01-05,1.2598812580108643,1.2622317056635275,1.245778000244596,1.2551800767803933,864204,0.003737822434910048,0.004700422286987305
2001-01-08,1.2645827531814575,1.2645827531814575,1.2504797730561104,1.2575314060814402,611401,0.0037247515396308284,0.004701495170593262
2001-01-09,1.2575310468673706,1.2810362452997772,1.2575310468673706,1.2692834316396506,1124923,-0.005591916343533026,-0.007051706314086914
2001-01-10,1.2645827531814575,1.273984978202783,1.2528303650521058,1.2540056610501036,1877170,0.005591916343532904,0.007051706314086914
2001-01-11,1.2598812580108643,1.2692830486215168,1.2551800767803933,1.2669326009688537,1201698,-0.003724751539630724,-0.004701495170593262
2001-01-12,1.2622320652008057,1.2645823705603632,1.2575310255938512,1.2598816168786349,1626766,0.0018641572121894138,0.0023508071899414062
2001-01-15,1.273984432220459,1.2786854712351032,1.257530867150502,1.2645822112285756,751345,0.00926770340731487,0.01175236701965332
2001-01-16,1.323581337928772,1.3303979412939706,1.2739851551799921,1.2786861968623777,4473213,0.0381918600181627,0.04959690570831299
2001-01-17,1.346851110458374,1.353902743090086,1.3256964984885344,1.3280470903533212,3864216,0.017428159651709307,0.02326977252960205
2001-01-18,1.346851110458374,1.3609543757217981,1.3280470903533212,1.3445006615562354,5811476,0.0,0.0
2001-01-19,1.3539031744003296,1.3586043596275506,1.339799904644055,1.3515527247494132,4107544,0.005222304012434619,0.007052063941955566
2001-01-22,1.3633050918579102,1.3750574804025333,1.3609544997788565,1.3633050918579104,2816870,0.006920305002950823,0.009401917457580566
2001-01-23,1.3586037158966064,1.3680057959707852,1.3539025328968908,1.3680057959707852,3726764,-0.003454473289616942,-0.004701375961303711
2001-01-24,1.3515523672103882,1.3590740614363848,1.3421501422059006,1.3590740614363848,1632589,-0.0052036594066105805,-0.007051348686218262
2001-01-25,1.3821091651916504,1.3821091651916504,1.3280472609103307,1.3499069674693918,2429495,0.02235687950072729,0.030556797981262207
2001-01-26,1.3821091651916504,1.3821091651916504,1.3821091651916504,1.3821091651916504,0,0.0,0.0
2001-01-29,1.3985626697540283,1.3985626697540283,1.370356428683208,1.3821088146854372,2602373,0.011834331820959613,0.01645350456237793
2001-01-30,1.3844597339630127,1.4009135929262964,1.3774081005448433,1.3985630007993517,5485562,-0.010135065023239468,-0.014102935791015625
