Price,Close,High,Low,Open,Volume
Ticker,FMG.AX,FMG.AX,FMG.AX,FMG.AX,FMG.AX
Date,,,,,
1988-01-29,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-01,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-02,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-03,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-04,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-05,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-08,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-09,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-10,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-11,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-12,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-15,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-16,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-17,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-18,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-19,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-22,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-23,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-24,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-25,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-26,0.05325184762477875,0.05325184762477875,0.05325184762477875,0.05325184762477875,0
1988-02-29,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-01,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-02,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-03,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-04,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-07,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-08,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-09,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-10,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-11,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-14,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-15,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-16,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-17,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-18,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-21,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-22,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-23,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-24,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-25,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-28,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-29,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-30,0.04659546539187431,0.04659546539187431,0.04659546539187431,0.04659546539187431,0
1988-03-31,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-01,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-04,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-05,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-06,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-07,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-08,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-11,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-12,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-13,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-14,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-15,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-18,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-19,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-20,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-21,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-22,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-25,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-26,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-27,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-28,0.013312770053744316,0.013312770053744314,0.013312770053744314,0.013312770053744314,0
1988-04-29,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-02,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-03,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-04,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-05,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-06,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-09,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-10,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-11,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-12,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-13,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-16,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-17,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-18,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-19,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-20,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-23,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-24,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-25,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-26,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-27,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-30,0.03461358696222305,0.03461358696222305,0.03461358696222305,0.03461358696222305,0
1988-05-31,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-01,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-02,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-03,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-06,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-07,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-08,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-09,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-10,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-13,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-14,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-15,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-16,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-17,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-20,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-21,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-22,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-23,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-24,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-27,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-28,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-29,0.023963365703821182,0.023963365703821182,0.023963365703821182,0.023963365703821182,0
1988-06-30,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-01,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-04,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-05,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-06,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-07,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-08,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-11,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-12,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-13,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-14,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-15,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-18,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-19,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-20,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-21,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-22,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-25,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-26,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-27,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-28,0.021300815045833588,0.021300815045833588,0.021300815045833588,0.021300815045833588,0
1988-07-29,0.027957206591963768,0.027957206591963768,0.027957206591963768,0.027957206591963768,0
1988-08-01,0.027957206591963768,0.027957206591963768,0.027957206591963768,0.027957206591963768,0
1988-08-02,0.027957206591963768,0.027957206591963768,0.027957206591963768,0.027957206591963768,0
1988-08-03,0.027957206591963768,0.027957206591963768,0.027957206591963768,0.027957206591963768,0
1988-08-04,0.027957206591963768,0.027957206591963768,0.027957206591963768,0.027957206591963768,0
1988-08-05,0.027957206591963768,0.027957206591963768,0.027957206591963768,0.027957206591963768,0
1988-08-08,0.027957206591963768,0.027957206591963768,0.027957206591963768,0.027957206591963768,0
1988-08-09,0.027957206591963768,0.027957206591963768,0.027957206591963768,0.027957206591963768,0
1988-08-10,0.027957206591963768,0.027957206591963768,0.027957206591963768,0.027957206591963768,0
1988-08-11,0.027957206591963768,0.027957206591963768,0.027957206591963768,0.027957206591963768,0
